"VelocidadViento","Humedad","Temperatura","DíaFestivo","DíaSemana","DíaNoLaborable","Estación","Clima","Fecha","Año","Mes","Hora","Total"
0.2985,0.87,0.3,0,3,1,1,2,"2012-12-26",1,12,21,21
0.2985,0.37,0.4,0,0,0,1,1,"2012-01-08",1,1,13,345
0.1642,0.65,0.62,0,0,0,3,2,"2012-08-19",1,8,4,28
0.2985,0.24,0.28,0,1,1,2,1,"2011-03-28",0,3,23,19
0.2239,0.44,0.22,0,6,0,4,1,"2011-12-10",0,12,21,86
0.0896,0.66,0.78,0,6,0,3,1,"2011-07-23",0,7,3,26
0.4179,0.38,0.44,0,5,1,2,1,"2012-04-27",1,4,10,241
0.2239,0.62,0.76,0,4,1,3,2,"2011-08-04",0,8,12,212
0.194,0.47,0.64,0,6,0,2,1,"2012-06-16",1,6,10,437
0.1343,0.39,0.3,0,2,1,1,1,"2012-03-06",1,3,13,168
0.1343,0.94,0.58,0,2,1,4,3,"2012-10-02",1,10,11,100
0.0896,0.65,0.7,0,0,0,3,2,"2012-07-22",1,7,13,626
0,0.67,0.42,0,6,0,4,1,"2011-10-22",0,10,20,160
0.3582,0.39,0.68,0,5,1,1,2,"2011-03-18",0,3,15,180
0,0.77,0.5,0,5,1,4,1,"2012-10-19",1,10,21,209
0.2537,0.78,0.62,0,4,1,2,1,"2011-04-28",0,4,16,275
0.1642,0.49,0.8,0,6,0,3,1,"2011-07-30",0,7,21,207
0.2239,0.94,0.44,0,1,1,4,3,"2011-11-21",0,11,16,111
0.1642,0.94,0.62,0,5,1,3,3,"2011-09-09",0,9,4,3
0,0.84,0.7,0,0,0,3,2,"2012-09-02",1,9,9,235
0.1045,0.57,0.04,0,0,0,1,2,"2011-01-23",0,1,6,6
0.194,0.36,0.8,0,4,1,3,1,"2012-07-12",1,7,15,272
0.1343,0.61,0.34,0,4,1,4,1,"2012-11-01",1,11,3,20
0.0896,0.4,0.6,0,3,1,1,1,"2012-03-14",1,3,21,294
0.194,0.76,0.36,0,0,0,1,3,"2011-01-02",0,1,14,64
0,0.39,0.32,0,4,1,4,1,"2012-12-06",1,12,15,275
0.1642,0.53,0.62,0,5,1,3,1,"2011-08-12",0,8,3,13
0.2985,0.63,0.86,0,4,1,3,2,"2011-07-21",0,7,11,112
0.1045,0.76,0.34,1,1,0,4,1,"2012-10-08",1,10,6,63
0.1343,0.44,0.64,0,4,1,3,1,"2012-09-20",1,9,13,339
0.1045,0.7,0.26,0,6,0,1,1,"2012-02-04",1,2,0,90
0.1045,0.82,0.46,0,5,1,1,3,"2012-03-16",1,3,15,112
0.2836,0.79,0.7,0,3,1,3,1,"2012-09-05",1,9,6,214
0.2537,0.55,0.8,0,5,1,3,1,"2012-09-07",1,9,15,336
0.1642,0.71,0.36,0,5,1,4,1,"2011-10-21",0,10,4,11
0.2239,0.65,0.7,0,6,0,3,1,"2011-09-03",0,9,13,354
0,0.48,0.26,0,0,0,4,1,"2012-11-25",1,11,21,66
0.2985,0.87,0.3,0,6,0,4,3,"2011-10-29",0,10,1,21
0.4179,0.47,0.18,0,3,1,1,1,"2011-01-12",0,1,19,84
0.2537,0.66,0.76,0,4,1,3,3,"2011-06-23",0,6,11,140
0.1343,0.94,0.6,0,3,1,4,2,"2012-10-03",1,10,6,178
0.2239,0.68,0.54,0,4,1,2,2,"2011-05-12",0,5,10,150
0.3881,0.46,0.38,0,2,1,4,1,"2012-12-18",1,12,19,359
0.1045,0.86,0.16,0,1,1,1,1,"2012-02-06",1,2,6,75
0.194,0.77,0.54,0,4,1,2,2,"2011-05-12",0,5,23,107
0.194,0.72,0.5,0,4,1,4,1,"2011-10-06",0,10,0,43
0.4179,0.46,0.34,0,4,1,1,1,"2012-02-02",1,2,21,153
0.4627,0.59,0.8,0,2,1,3,1,"2012-09-04",1,9,15,295
0.1642,0.56,0.54,0,1,1,2,1,"2011-05-09",0,5,9,183
0.2836,0.36,0.32,0,6,0,1,2,"2011-01-15",0,1,17,89
0.3284,0.4,0.38,0,5,1,4,1,"2012-11-02",1,11,16,423
0.1343,0.62,0.36,0,0,0,4,2,"2011-11-13",0,11,3,30
0.4179,0.46,0.58,0,5,1,4,1,"2011-10-14",0,10,17,485
0.2537,0.25,0.22,0,0,0,1,1,"2012-01-15",1,1,17,154
0.1045,0.94,0.54,0,3,1,2,1,"2012-05-16",1,5,5,42
0.1642,0.58,0.74,0,1,1,3,1,"2012-08-13",1,8,19,563
0.194,0.55,0.22,0,4,1,4,1,"2012-12-06",1,12,3,9
0.2239,0.76,0.4,0,3,1,1,2,"2011-03-16",0,3,14,107
0.2985,0.42,0.9,0,0,0,3,1,"2011-08-07",0,8,13,327
0.1343,0.74,0.66,0,1,1,3,1,"2011-08-15",0,8,20,289
0,0.62,0.74,0,2,1,3,1,"2011-06-28",0,6,20,298
0.1642,0.39,0.3,0,1,1,1,1,"2012-01-30",1,1,20,185
0.2537,0.55,0.76,0,5,1,3,1,"2011-08-05",0,8,15,215
0.1642,0.84,0.52,0,5,1,2,2,"2011-05-13",0,5,21,158
0.2239,0.49,0.34,0,5,1,1,1,"2011-03-11",0,3,17,227
0.1642,0.74,0.7,0,5,1,3,1,"2012-09-07",1,9,21,305
0.1343,0.28,0.84,0,0,0,2,1,"2012-06-10",1,6,13,500
0.2239,0.41,0.42,0,0,0,2,3,"2011-04-03",0,4,20,85
0.1343,0.62,0.74,1,1,0,3,2,"2011-07-04",0,7,22,328
0.3881,0.38,0.46,0,5,1,4,1,"2012-10-12",1,10,17,844
0.194,0.82,0.4,0,0,0,4,3,"2012-10-07",1,10,18,107
0.1343,0.66,0.36,0,5,1,4,1,"2012-11-09",1,11,20,261
0.1343,0.58,0.74,0,6,0,3,1,"2011-08-20",0,8,12,410
0.1045,0.64,0.58,0,5,1,2,1,"2011-05-20",0,5,20,223
0.1343,1,0.44,0,3,1,4,3,"2011-12-07",0,12,12,34
0,0.76,0.4,0,1,1,4,3,"2011-10-03",0,10,14,120
0.2239,0.4,0.58,0,6,0,2,1,"2011-05-07",0,5,17,357
0.2537,0.93,0.26,0,4,1,2,3,"2011-03-31",0,3,9,134
0.1642,0.83,0.66,0,2,1,3,1,"2011-06-28",0,6,6,126
0.2239,0.67,0.44,0,1,1,4,1,"2011-11-14",0,11,4,8
0.1343,1,0.56,0,4,1,4,3,"2011-10-13",0,10,10,74
0.2836,0.71,0.36,0,5,1,2,2,"2011-04-08",0,4,10,76
0.2836,0.76,0.36,0,2,1,4,3,"2012-12-11",1,12,3,8
0.0896,0.88,0.52,0,2,1,4,2,"2011-10-11",0,10,7,356
0.194,0.45,0.32,1,1,0,1,1,"2011-12-26",0,12,7,23
0.0896,0.36,0.8,0,6,0,3,1,"2011-07-02",0,7,11,365
0.4925,0.37,0.4,0,2,1,2,1,"2012-04-10",1,4,22,131
0.0896,0.88,0.6,0,2,1,4,1,"2011-09-27",0,9,23,97
0.1045,0.6,0.24,0,4,1,4,2,"2012-12-06",1,12,20,233
0.1642,0.45,0.7,0,2,1,3,1,"2011-08-30",0,8,18,580
0.2239,0.44,0.64,0,5,1,2,1,"2012-04-20",1,4,14,396
0.1045,0.39,0.5,0,0,0,2,1,"2011-04-17",0,4,22,77
0.2985,0.87,0.3,0,6,0,4,3,"2011-10-29",0,10,2,20
0.1343,0.74,0.7,0,2,1,3,1,"2012-07-24",1,7,0,71
0.2836,0.46,0.6,0,1,1,2,1,"2011-04-18",0,4,16,210
0,0.46,0.34,0,0,0,1,1,"2011-02-06",0,2,12,177
0.4179,0.55,0.22,0,2,1,1,1,"2011-03-01",0,3,9,132
0,1,0.54,0,5,1,2,1,"2011-06-17",0,6,5,16
0.1642,0.73,0.58,0,6,0,3,2,"2012-09-08",1,9,23,136
0.2537,0.47,0.42,0,0,0,1,1,"2011-03-13",0,3,10,126
0.2537,0.47,0.46,0,5,1,4,1,"2012-11-23",1,11,21,100
0.2836,0.33,0.76,0,4,1,2,1,"2012-05-31",1,5,16,488
0.2537,0.88,0.62,0,2,1,2,3,"2012-06-12",1,6,7,307
0.2836,0.69,0.62,0,1,1,2,3,"2012-05-14",1,5,16,118
0.2239,0.7,0.74,0,6,0,3,1,"2011-08-06",0,8,9,217
0.2239,0.6,0.58,0,2,1,2,1,"2011-06-14",0,6,22,195
0.4179,0.22,0.54,0,2,1,2,1,"2012-04-10",1,4,18,709
0.0896,0.83,0.68,0,3,1,3,1,"2011-07-06",0,7,5,39
0,0.89,0.66,0,3,1,2,2,"2012-06-20",1,6,7,469
0.2985,0.49,0.56,0,0,0,4,1,"2011-10-30",0,10,19,158
0.1045,0.78,0.64,0,0,0,3,2,"2012-08-19",1,8,18,379
0.3284,0.62,0.4,0,0,0,4,2,"2012-11-18",1,11,16,377
0.2239,0.84,0.72,0,0,0,3,1,"2012-07-15",1,7,19,317
0.194,0.93,0.34,0,3,1,1,3,"2011-03-09",0,3,23,24
0.2239,0.74,0.72,0,0,0,3,1,"2011-08-21",0,8,9,235
0.1642,0.73,0.56,0,1,1,1,2,"2012-03-19",1,3,22,151
0.3284,0.58,0.74,0,1,1,3,1,"2011-08-08",0,8,8,353
0,0.72,0.22,0,0,0,1,1,"2011-12-25",0,12,3,6
0.1045,0.93,0.22,0,6,0,1,3,"2012-02-11",1,2,10,171
0.2537,0.25,0.5,0,6,0,1,1,"2012-03-03",1,3,18,308
0.2836,0.43,0.62,0,1,1,2,1,"2012-06-04",1,6,9,290
0.1045,1,0.5,0,1,1,2,2,"2011-04-25",0,4,3,17
0,0.79,0.7,0,5,1,3,1,"2012-07-27",1,7,4,13
0.4627,0.35,0.6,0,6,0,4,1,"2011-10-15",0,10,13,394
0,0.55,0.46,0,4,1,2,2,"2011-04-07",0,4,12,158
0.194,0.74,0.72,0,1,1,3,1,"2011-08-01",0,8,1,21
0.0896,0.87,0.24,1,1,0,1,2,"2012-02-20",1,2,2,25
0.0896,0.76,0.36,0,3,1,4,1,"2011-11-02",0,11,23,63
0.5224,0.26,0.32,0,2,1,2,1,"2012-03-27",1,3,0,14
0.0896,0.8,0.22,0,2,1,1,2,"2011-02-01",0,2,14,54
0,0.75,0.3,0,0,0,4,1,"2011-10-30",0,10,22,73
0.2836,0.23,0.64,0,5,1,2,1,"2012-05-11",1,5,18,600
0.2239,0.51,0.74,0,1,1,2,1,"2011-04-25",0,4,15,181
0,0.65,0.7,0,3,1,4,1,"2012-10-03",1,10,19,597
0.2239,0.84,0.7,0,6,0,3,2,"2011-08-27",0,8,4,4
0,0.54,0.7,0,2,1,3,1,"2012-08-21",1,8,11,259
0.2239,0.45,0.28,0,1,1,1,2,"2012-12-31",1,12,14,255
0.1343,0.77,0.44,0,5,1,2,1,"2012-05-18",1,5,6,186
0,0.65,0.7,0,0,0,3,1,"2011-09-11",0,9,12,415
0.1045,0.5,0.64,0,0,0,4,1,"2011-10-09",0,10,18,416
0.3284,0.49,0.3,0,0,0,1,1,"2012-03-04",1,3,10,194
0.194,0.5,0.66,0,5,1,2,1,"2012-03-23",1,3,19,688
0.1045,0.81,0.26,0,3,1,4,1,"2011-11-30",0,11,7,289
0.0896,0.44,0.48,0,2,1,2,1,"2011-03-22",0,3,18,318
0.2537,0.94,0.52,0,3,1,4,3,"2011-10-19",0,10,11,155
0,1,0.52,0,1,1,2,2,"2011-04-25",0,4,4,10
0.1343,0.73,0.56,0,4,1,2,1,"2012-05-03",1,5,12,304
0.2537,0.58,0.4,0,3,1,1,1,"2011-01-19",0,1,14,77
0.1642,0.65,0.62,0,0,0,2,2,"2011-06-05",0,6,4,17
0.1343,0.78,0.64,0,1,1,2,1,"2012-06-11",1,6,4,11
0.3881,0.53,0.32,0,5,1,1,1,"2012-02-03",1,2,0,42
0.1642,0.57,0.34,0,0,0,2,1,"2011-04-03",0,4,8,64
0.1045,0.37,0.7,0,2,1,1,1,"2012-03-13",1,3,17,683
0.1045,0.88,0.62,0,0,0,2,1,"2011-05-29",0,5,2,62
0.4179,0.26,0.32,0,1,1,1,2,"2012-01-30",1,1,0,12
0.2836,0.24,0.32,0,1,1,2,1,"2011-03-28",0,3,15,78
0.1642,0.8,0.16,0,2,1,4,1,"2011-12-13",0,12,7,227
0,0.93,0.2,0,1,1,1,2,"2012-01-23",1,1,10,155
0.194,0.55,0.78,0,0,0,3,1,"2011-07-10",0,7,11,288
0,0.59,0.16,0,5,1,1,2,"2011-02-04",0,2,1,12
0.0896,0.75,0.24,0,6,0,1,2,"2012-12-29",1,12,5,10
0.194,0.6,0.24,0,0,0,1,1,"2011-12-25",0,12,0,9
0.1642,0.68,0.52,0,1,1,4,1,"2012-12-03",1,12,12,272
0.1045,0.93,0.16,0,6,0,1,3,"2011-01-08",0,1,8,20
0.2537,0.53,0.62,0,1,1,3,1,"2011-08-29",0,8,9,195
0.1343,0.79,0.68,0,2,1,3,1,"2012-07-31",1,7,0,43
0,0.83,0.52,0,1,1,4,2,"2011-11-21",0,11,10,140
0.2537,0.78,0.62,0,1,1,2,1,"2011-06-20",0,6,23,65
0.2985,0.82,0.5,0,6,0,2,3,"2012-04-21",1,4,20,39
0.4179,0.36,0.34,0,3,1,2,1,"2012-04-11",1,4,0,38
0.1642,0.48,0.52,0,3,1,4,1,"2011-11-09",0,11,14,182
0.5224,0.26,0.44,0,5,1,1,1,"2012-03-09",1,3,18,474
0.0896,0.82,0.4,0,1,1,4,1,"2011-10-24",0,10,3,10
0.1045,0.54,0.7,0,0,0,3,2,"2011-06-26",0,6,21,188
0.2239,0.47,0.2,0,1,1,1,1,"2012-01-30",1,1,9,200
0.1642,0.86,0.14,0,3,1,1,1,"2011-01-12",0,1,5,8
0.2239,0.41,0.84,0,6,0,3,1,"2012-07-28",1,7,12,489
0.2985,0.3,0.74,0,1,1,3,1,"2011-08-22",0,8,15,203
0.1642,0.56,0.3,0,5,1,1,1,"2012-01-06",1,1,11,139
0.1343,0.7,0.74,0,0,0,3,1,"2012-07-01",1,7,1,96
0.2239,0.69,0.64,0,0,0,3,1,"2011-07-17",0,7,2,100
0.0896,0.86,0.16,0,3,1,1,2,"2011-01-12",0,1,0,10
0.2537,0.35,0.4,0,2,1,4,1,"2011-12-13",0,12,15,152
0,0.82,0.38,0,6,0,4,2,"2011-11-26",0,11,21,96
0.1642,0.73,0.62,0,0,0,3,1,"2011-07-17",0,7,6,25
0.3284,0.48,0.26,0,4,1,1,1,"2012-02-09",1,2,12,166
0.0896,0.68,0.54,0,0,0,3,2,"2011-09-18",0,9,20,185
0.1343,0.72,0.5,0,0,0,4,3,"2012-09-30",1,9,20,196
0.1343,0.69,0.62,0,0,0,3,1,"2012-06-24",1,6,5,8
0.3582,0.88,0.58,0,1,1,2,3,"2012-05-21",1,5,1,18
0,0.73,0.62,0,0,0,3,2,"2012-08-19",1,8,23,50
0.2985,1,0.3,0,3,1,1,3,"2011-03-16",0,3,1,6
0.1045,0.39,0.34,0,0,0,1,1,"2011-03-20",0,3,11,207
0,0.77,0.52,0,3,1,4,2,"2011-10-26",0,10,21,162
0.1642,0.56,0.26,0,4,1,4,2,"2012-12-13",1,12,5,36
0.0896,0.83,0.68,0,4,1,3,1,"2012-08-09",1,8,3,11
0.3582,0.75,0.24,0,0,0,4,1,"2011-10-30",0,10,3,36
0.1642,0.78,0.64,0,1,1,3,1,"2011-07-18",0,7,4,6
0.194,0.81,0.3,0,2,1,4,3,"2012-11-27",1,11,4,7
0.3284,0.56,0.26,0,2,1,4,1,"2012-11-13",1,11,22,140
0.0896,0.48,0.7,1,1,0,4,2,"2011-10-10",0,10,12,366
0.3582,0.39,0.72,0,0,0,2,1,"2012-04-15",1,4,16,619
0,0.64,0.2,0,4,1,4,1,"2012-11-29",1,11,7,365
0.1642,0.83,0.62,0,1,1,3,2,"2011-06-27",0,6,5,25
0.2537,0.82,0.38,0,3,1,2,3,"2011-03-23",0,3,19,163
0.0896,0.65,0.7,0,5,1,3,1,"2012-08-10",1,8,0,91
0.1343,0.63,0.14,0,6,0,1,1,"2011-01-15",0,1,8,23
0.1642,0.47,0.68,0,6,0,2,1,"2011-05-21",0,5,19,302
0.4179,0.32,0.54,0,1,1,2,1,"2012-04-09",1,4,17,639
0,0.72,0.52,0,6,0,2,1,"2011-05-21",0,5,1,74
0.3284,0.38,0.44,0,5,1,2,1,"2012-04-27",1,4,11,238
0.1642,0.63,0.5,0,0,0,2,2,"2011-05-01",0,5,13,332
0.2985,0.35,0.6,0,0,0,4,1,"2011-10-16",0,10,13,442
0.194,0.88,0.6,0,6,0,3,2,"2012-07-21",1,7,18,182
0.2836,0.77,0.54,0,2,1,4,1,"2011-11-29",0,11,8,451
0.0896,0.74,0.74,0,4,1,3,1,"2012-09-06",1,9,14,218
0.4925,0.42,0.5,0,6,0,1,1,"2011-12-31",0,12,13,317
0.1642,0.71,0.36,1,4,0,4,1,"2011-11-24",0,11,21,29
0.0896,0.65,0.3,0,1,1,1,1,"2011-02-07",0,2,11,51
0.2239,0.29,0.34,0,6,0,2,1,"2011-03-26",0,3,14,221
0.1642,0.64,0.54,0,2,1,4,2,"2012-12-04",1,12,13,279
0.2537,0.51,0.46,0,5,1,4,2,"2011-10-21",0,10,17,530
0.1642,0.57,0.32,0,5,1,2,1,"2012-03-30",1,3,7,294
0.1642,0.74,0.7,0,0,0,2,1,"2011-06-12",0,6,18,262
0.1045,0.53,0.34,0,1,1,1,1,"2012-03-12",1,3,7,276
0.1642,0.43,0.6,0,1,1,4,2,"2012-10-01",1,10,13,308
0.2985,0.61,0.34,0,2,1,4,2,"2012-12-11",1,12,8,731
0.4627,0.26,0.3,0,2,1,2,1,"2012-03-27",1,3,1,10
0.1343,0.44,0.66,0,5,1,1,1,"2011-03-18",0,3,19,193
0.2836,0.36,0.84,0,1,1,3,1,"2012-07-02",1,7,16,368
0.1642,0.23,0.58,0,0,0,2,1,"2012-04-08",1,4,13,486
0.3284,0.93,0.22,0,3,1,1,3,"2011-01-26",0,1,13,52
0,0.59,0.18,0,5,1,1,1,"2011-01-14",0,1,20,69
0.194,0.42,0.34,0,0,0,1,1,"2012-01-08",1,1,1,74
0.194,0.74,0.7,0,5,1,3,1,"2012-08-03",1,8,1,48
0.2239,0.44,0.22,0,0,0,1,1,"2012-02-26",1,2,5,8
0.2836,0.4,0.38,0,0,0,1,1,"2012-01-08",1,1,0,91
0,0.42,0.1,0,1,1,1,1,"2011-01-24",0,1,10,46
0.1343,0.57,0.36,0,5,1,4,1,"2011-12-02",0,12,12,207
0.1642,0.71,0.4,0,2,1,1,2,"2012-01-24",1,1,15,213
0.1343,0.66,0.74,0,3,1,2,1,"2011-06-01",0,6,22,135
0.2537,0.39,0.3,0,5,1,2,1,"2011-03-25",0,3,18,203
0,0.66,0.76,0,5,1,3,1,"2012-07-27",1,7,23,191
0.2985,0.61,0.3,0,3,1,1,1,"2012-03-07",1,3,1,8
0.2836,0.73,0.62,0,1,1,2,1,"2012-05-21",1,5,23,101
0,0.78,0.64,0,4,1,3,1,"2012-08-23",1,8,0,66
0.2836,0.65,0.7,0,3,1,3,2,"2012-08-15",1,8,8,684
0.2985,0.78,0.64,0,4,1,3,1,"2011-08-18",0,8,7,311
0.0896,0.34,0.84,0,6,0,3,1,"2011-07-09",0,7,15,407
0.1642,0.83,0.62,0,6,0,3,1,"2011-09-10",0,9,8,124
0,0.64,0.2,0,3,1,1,1,"2011-01-05",0,1,0,9
0.1642,0.79,0.68,0,5,1,2,1,"2012-05-25",1,5,10,234
0.194,0.79,0.72,0,3,1,3,2,"2011-06-22",0,6,22,151
0.194,0.53,0.32,0,5,1,4,1,"2011-12-02",0,12,22,107
0.2836,0.88,0.54,0,2,1,3,3,"2011-09-06",0,9,21,124
0.2836,0.5,0.64,0,1,1,2,2,"2011-04-11",0,4,22,95
0.194,0.4,0.92,0,4,1,2,1,"2011-06-09",0,6,14,120
0.1343,0.73,0.56,0,1,1,3,1,"2011-08-29",0,8,6,107
0.4179,0.4,0.4,0,5,1,4,2,"2012-11-02",1,11,15,307
0.1045,0.62,0.36,0,4,1,4,2,"2012-11-15",1,11,12,219
0.2239,0.88,0.5,0,1,1,2,2,"2011-04-11",0,4,7,180
0.1642,0.52,0.78,0,0,0,3,3,"2012-07-01",1,7,23,113
0.194,0.94,0.62,0,3,1,3,3,"2011-09-07",0,9,23,32
0.0896,0.63,0.8,0,3,1,3,1,"2011-07-20",0,7,11,146
0.4925,0.47,0.68,0,6,0,2,2,"2012-04-21",1,4,18,421
0,0.39,0.66,0,3,1,2,1,"2011-05-11",0,5,16,294
0.1642,0.27,0.36,0,0,0,1,1,"2011-02-20",0,2,14,219
0.1642,0.94,0.56,0,2,1,3,2,"2011-09-20",0,9,12,66
0.1642,0.37,0.74,0,2,1,3,1,"2011-08-30",0,8,16,341
0.1642,0.47,0.42,0,5,1,2,1,"2012-05-11",1,5,5,30
0.1343,0.78,0.6,0,3,1,2,2,"2012-05-16",1,5,9,352
0.1343,0.65,0.68,0,4,1,3,1,"2012-07-12",1,7,8,708
0.2985,0.54,0.7,0,5,1,3,1,"2012-09-21",1,9,14,415
0.1045,0.83,0.62,0,1,1,2,1,"2012-06-11",1,6,6,149
0.1642,0.62,0.76,0,2,1,3,1,"2012-07-24",1,7,19,637
0,0.74,0.7,0,2,1,3,1,"2011-08-09",0,8,4,11
0.1642,0.84,0.7,0,1,1,3,1,"2012-08-27",1,8,23,119
0,0.56,0.84,0,3,1,3,1,"2011-07-20",0,7,16,238
0.1642,0.77,0.5,0,6,0,1,1,"2012-03-17",1,3,23,191
0.2537,0.3,0.26,0,1,1,1,1,"2011-01-03",0,1,15,73
0.194,0.73,0.6,0,2,1,4,2,"2011-10-11",0,10,13,183
0.2836,0.33,0.8,0,0,0,3,1,"2012-06-24",1,6,13,588
0.4179,0.43,0.4,0,3,1,2,3,"2012-04-11",1,4,18,590
0.2537,0.53,0.84,0,0,0,3,1,"2011-07-24",0,7,11,247
0.5522,0.48,0.24,0,3,1,1,1,"2011-02-02",0,2,20,81
0,0.61,0.62,0,2,1,3,1,"2011-08-30",0,8,23,96
0.2239,0.75,0.28,0,6,0,1,1,"2011-02-26",0,2,22,49
0.194,0.57,0.36,0,4,1,4,2,"2012-12-20",1,12,13,222
0.0896,0.89,0.68,0,4,1,3,2,"2011-08-04",0,8,0,21
0.3582,0.5,0.36,0,5,1,1,2,"2011-03-11",0,3,14,91
0.2985,0.37,0.56,0,5,1,2,1,"2011-04-29",0,4,13,311
0.1045,0.7,0.7,0,0,0,3,2,"2012-07-22",1,7,12,511
0,0.48,0.52,0,0,0,4,1,"2012-09-23",1,9,22,141
0.0896,0.44,0.86,1,1,0,2,1,"2011-05-30",0,5,13,356
0.2836,0.66,0.74,0,2,1,3,1,"2011-06-28",0,6,21,200
0.4478,0.27,0.76,0,1,1,3,1,"2012-06-25",1,6,18,795
0.194,0.66,0.32,0,5,1,1,1,"2011-12-23",0,12,22,52
0.4478,0.54,0.44,0,4,1,2,2,"2011-04-21",0,4,4,11
0.2836,0.6,0.24,0,5,1,1,1,"2012-01-20",1,1,6,74
0.1343,0.51,0.2,0,5,1,1,2,"2011-02-04",0,2,10,53
0.0896,0.81,0.24,0,6,0,1,1,"2012-02-04",1,2,5,7
0.194,0.67,0.42,0,4,1,1,1,"2012-02-23",1,2,10,155
0.1642,0.56,0.6,0,2,1,2,1,"2011-06-14",0,6,20,300
0.1343,0.7,0.3,0,4,1,1,1,"2011-02-17",0,2,6,53
0.1642,0.6,0.24,0,5,1,1,2,"2012-12-28",1,12,3,4
0.2239,0.74,0.72,0,4,1,3,1,"2011-06-23",0,6,1,36
0.1642,0.53,0.34,0,6,0,4,1,"2012-11-03",1,11,0,111
0.1642,0.75,0.28,0,4,1,1,2,"2012-01-26",1,1,2,13
0.2537,0.3,0.4,0,6,0,2,1,"2012-04-07",1,4,9,282
0.194,0.65,0.3,0,0,0,2,1,"2011-04-03",0,4,0,41
0.3881,0.29,0.48,0,2,1,2,1,"2012-04-24",1,4,12,228
0.0896,0.89,0.64,0,3,1,2,1,"2011-06-08",0,6,3,7
0.194,0.41,0.26,0,6,0,1,1,"2012-03-10",1,3,23,86
0,0.87,0.32,0,2,1,4,1,"2011-11-08",0,11,2,5
0.1343,0.89,0.68,0,3,1,3,2,"2011-08-03",0,8,21,91
0,0.36,0.46,0,4,1,4,1,"2012-10-11",1,10,11,258
0.2836,0.25,0.9,0,2,1,3,1,"2011-08-02",0,8,15,175
0.3284,0.62,0.38,0,6,0,1,2,"2011-12-31",0,12,0,47
0.1045,0.94,0.6,0,3,1,3,1,"2011-09-21",0,9,23,95
0.3582,0.41,0.28,0,6,0,4,1,"2012-11-24",1,11,3,13
0.194,0.89,0.66,0,4,1,3,1,"2011-07-07",0,7,1,20
0,0.87,0.36,0,0,0,4,1,"2011-11-06",0,11,22,48
0.2537,0.51,0.22,0,0,0,1,1,"2011-01-16",0,1,9,36
0.3284,0.51,0.44,0,2,1,2,1,"2011-03-22",0,3,11,87
0.1343,0.7,0.72,0,4,1,3,2,"2012-07-26",1,7,9,352
0.2537,1,0.62,0,5,1,3,3,"2011-09-09",0,9,7,111
0,0.51,0.72,0,0,0,3,1,"2012-06-24",1,6,9,238
0.1642,0.77,0.5,0,5,1,2,1,"2011-05-20",0,5,7,319
0.0896,0.75,0.24,0,5,1,4,1,"2012-11-30",1,11,9,334
0.1343,0.87,0.34,0,2,1,1,1,"2012-01-24",1,1,11,153
0.2985,0.33,0.44,0,6,0,1,1,"2012-02-18",1,2,21,121
0.1045,0.53,0.64,0,0,0,3,1,"2011-06-26",0,6,1,92
0.194,0.53,0.34,0,4,1,1,1,"2011-02-17",0,2,3,6
0.1642,0.52,0.3,0,4,1,4,1,"2012-11-29",1,11,20,254
0,0.55,0.16,0,5,1,1,2,"2011-02-04",0,2,6,36
0.2239,0.88,0.5,0,6,0,2,3,"2012-03-24",1,3,17,118
0,0.94,0.62,0,5,1,4,2,"2011-09-23",0,9,5,24
0.1343,0.47,0.18,1,1,0,1,2,"2011-01-17",0,1,13,100
0.0896,0.83,0.56,0,2,1,4,2,"2012-10-02",1,10,4,13
0.1343,0.57,0.32,0,5,1,4,2,"2012-11-16",1,11,8,715
0.0896,0.75,0.24,0,0,0,1,3,"2012-02-19",1,2,22,58
0.1642,0.64,0.58,0,1,1,3,2,"2011-09-19",0,9,11,144
0.1343,0.76,0.32,0,2,1,2,2,"2012-04-24",1,4,0,14
0,0.73,0.64,0,3,1,3,1,"2012-08-22",1,8,22,285
0.1642,0.89,0.66,0,0,0,2,1,"2011-05-29",0,5,23,141
0.1343,0.88,0.56,0,2,1,2,2,"2012-05-22",1,5,8,594
0.2537,0.81,0.26,0,6,0,1,2,"2012-02-11",1,2,14,247
0.1642,0.39,0.68,0,5,1,1,1,"2011-03-18",0,3,18,337
0.2537,0.3,0.84,0,0,0,3,1,"2012-06-24",1,6,16,461
0.2239,0.28,0.28,0,0,0,1,1,"2012-01-29",1,1,11,258
0,0.8,0.18,0,0,0,1,2,"2011-01-30",0,1,10,64
0.0896,0.88,0.6,0,6,0,2,1,"2011-06-18",0,6,3,23
0,0.87,0.34,0,0,0,2,1,"2012-04-29",1,4,5,11
0.1045,0.41,0.84,0,1,1,3,1,"2012-08-06",1,8,16,457
0.2239,0.33,0.44,0,1,1,1,1,"2011-02-14",0,2,10,57
0.1343,0.87,0.38,0,0,0,2,2,"2011-04-10",0,4,3,23
0.5224,0.3,0.28,0,3,1,1,1,"2012-01-18",1,1,16,180
0.1642,0.83,0.6,0,1,1,3,1,"2012-08-20",1,8,2,11
0.2537,0.67,0.46,0,5,1,1,1,"2011-02-18",0,2,3,12
0.1045,0.88,0.52,0,5,1,4,2,"2012-10-26",1,10,7,422
0.2537,0.77,0.52,0,3,1,2,1,"2012-05-02",1,5,20,342
